maison,ats,config_json,job_count,evidence
EENK,NONE,,0,"Brand site is eenk.co.kr (eenk.com is an UNRELATED Bulgarian WordPress blog: Cyrillic pages, twitter.com/elenko). GET https://eenk.co.kr/robots.txt -> 200 'User-agent: *' / 'Allow: /'. GET https://eenk.co.kr/ -> 200, footer shows operator 주식회사 레터스 / CEO 이혜미 (Lee Hyemi), contact eenk.contact@gmail.com, no careers link in 133 hrefs. GET https://eenk.co.kr/sitemap.xml -> 200, 1147 URLs, 0 matching recruit|career|job|채용|인재. ATS probes (Greenhouse/Lever/Ashby/Recruitee/Workable) on slug 'eenk' -> all non-200; SmartRecruiters /v1/companies/eenk/postings -> 200 but totalFound:0 with empty content (permissive for any slug, not a real board). No reachable job feed."
Egon Zehnder,Workable,"{""account"":""ezrecruiting""}",55,"GET https://apply.workable.com/robots.txt -> 200, 'User-agent: *' followed by 'Disallow:' (empty = everything allowed). GET https://apply.workable.com/api/v1/widget/accounts/ezrecruiting?details=true -> 200, 521418 bytes, JSON name='Egon Zehnder' with description matching the firm, jobs[] length 55 (e.g. 'Analyst HPG' Gurugram India shortcode FC19CCDF72, 'Board and CEO Practice Researcher, Executive Search' Montreal Canada, 'Director of Digital Platforms' Budapest Hungary). Note www.egonzehnder.com/careers -> 404; the site's own careers link is https://career.egonzehnder.com/ which (GET -> 200, no robots.txt, 404) is only a speculative CV-upload form for executive candidates, NOT a job board -- the real staff openings live on the Workable board above. Probed egonzehnder on Greenhouse/Lever/Ashby -> 404; www.egonzehnder.com robots.txt disallows '/*?*' and '/search*' but that does not affect the Workable API."
EgonLab,NONE,,0,"GET https://egonlab.com/robots.txt -> 200, 'User-agent: *' / 'Allow: /'. GET https://egonlab.com/ -> 200 (Shopify), zero careers/jobs/recrutement hrefs. GET https://egonlab.com/sitemap_pages_1.xml -> 200, complete page list is 12 pages (contact, stockists, delivery-and-return, payment-info, security, faq, 6 lookbooks) with no careers page. GET https://egonlab.com/pages/contact -> 200: departments listed are customer service, music, tech, press, sales only - no HR/careers contact. ATS probes on slugs 'egonlab'/'egon-lab' (Greenhouse/Lever/Ashby/Recruitee/Workable) -> all non-200; SmartRecruiters -> 200 totalFound:0 (empty, permissive). WTTJ Algolia organization.slug:egonlab and egon-lab -> nbHits 0. No reachable job feed."
Element,Magnet,"{""siteKey"":""9550007d348362827f2534be59208f28"",""origin"":""https://recrutement.groupe-beaumanoir.com""}",408,"Groupe Beaumanoir brand (Element is in the Boardriders cluster Beaumanoir distributes). GET https://www.groupe-beaumanoir.com/ -> 200 links recrutement.groupe-beaumanoir.com. That page HTML carries window.cvc (CleverConnect/HelloWork) with ""publicKey"":""9550007d348362827f2534be59208f28"" and ats ""magnet"". POST https://api.magnet.work/v2/security/login -> 200 token; POST https://api.magnet.work/v2/job-offers -> 200, data.total=408 with real records carrying a per-brand ""company"" field; brand breakdown includes ""QUIKSILVER, BILLABONG, ROXY, DC SHOES, RVCA, ELEMENT (Reseau)"": 9. robots https://recrutement.groupe-beaumanoir.com/robots.txt ""User-agent: *"" / ""Allow: /"". PARENT PORTAL: Groupe Beaumanoir."
ELEMIS,Pinpoint,"{""origin"":""https://careers.elemis.com""}",35,"Brand runs its OWN ATS (found via the L'OCCITANE careers SPA bundle referencing https://careers.elemis.com). robots.txt careers.elemis.com: 'User-Agent: *' disallowing only /mydata, /admin, /companies and two specific /postings/{uuid} - the jobs feed is allowed. GET https://careers.elemis.com/jobs -> 200 JSON with data[] of 35 real job records (id, title, benefits, description), e.g. id 412282 'Join our Talent Community - Retail Sales'."
Elie Saab,NONE,,0,"GET https://eliesaab.com/pages/careers -> 200 (Shopify page, title 'Careers at Elie Saab', meta desc 'view our current vacancies here'); GET https://eliesaab.com/pages/careers.json -> 200 shows page body_html:"""" (empty, updated 2026-06-15). Headless Chrome --dump-dom render of the same URL -> <main> innerText length 0, no job markup, no ATS script/iframe (only GTM, Osano, Shopify apps). sitemap_pages_1.xml lists only /pages/careers (no per-job pages). Probed slugs eliesaab/elie-saab/eliesaabgroup on Greenhouse, Lever, Ashby, Recruitee, Workable -> all 404; WTTJ algolia organization.slug:elie-saab & eliesaab -> 200 nbHits=0. careers./jobs.eliesaab.com do not resolve. robots.txt allows: 'User-agent: *' + 'Allow: /'. Careers page exists but is currently empty."
Emanuel Ungaro,NONE,,0,"GET https://www.ungaro.com/robots.txt -> 200, 'User-agent: *' with Disallow only /wp-admin/ /wp-includes/ /wp-content/ (jobs paths not disallowed). GET https://www.ungaro.com/ -> 200 (WordPress), no careers link. GET https://www.ungaro.com/wp-json/wp/v2/pages?per_page=100 -> 200, all 25 pages enumerated, none careers-related. GET https://www.ungaro.com/wp-json/wp/v2/search?search={career,carriere,recrutement,emploi,jobs} -> 200, all returned []. GET https://www.ungaro.com/contact/ -> 200: the only careers surface is a 'Careers' choice in the generic contact-form subject dropdown - no listings, no ATS. ATS probes on 'ungaro'/'emanuelungaro' -> all non-200; SmartRecruiters -> 200 totalFound:0 (empty). WTTJ organization.slug:ungaro / emanuel-ungaro -> nbHits 0. No reachable job feed."
Embryolisse,WTTJ,"{""slug"":""embryolisse""}",3,"POST https://CSEKHVMS53-dsn.algolia.net/1/indexes/wttj_jobs_production_fr/query filters=organization.slug:embryolisse -> 200, nbHits=3; hits[].organization.name == 'Embryolisse' (identity verified, not a slug collision). Titles: GESTIONNAIRE ADV EXPORT H/F (CDD 9 mois), Stagiaire Trade Marketing, Stage Assistant(e) Experience Client - Embryolisse/Hygee."
Emilio Pucci,LVMH-Algolia,"{""appId"":""SDMQTD2J9T"",""apiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""index"":""PRD-en-us"",""filters"":""category:job AND maison:\""Emilio Pucci\""""}",7,"Parent portal LVMH. The listing runs on Algolia: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query with headers x-algolia-application-id: SDMQTD2J9T, x-algolia-api-key: a5c6f4c87dea9aac0732631cd87583b2, Referer https://www.lvmh.com/ and body {""query"":"""",""filters"":""category:job AND maison:\""Emilio Pucci\""""} -> 200, nbHits=7. Hits are real job records with fields category/source(jobhub)/name/maison/geographicArea/city/regionState/countryRegion/contract/requiredExperience/workingMode/link/atsId (e.g. Fendi hit name 'Client Advisor - Berlin', maison 'Fendi', city 'Berlin'). The maison label is taken verbatim from GET https://www.lvmh.com/proxyApi/v1/jobhub/criteria?lang=fr -> 200, which lists this maison among 76. Per-offer detail also verified live: GET https://www.lvmh.com/proxyApi/v1/jobhub/offer?reference=REPO00097&lang=fr -> 200 returning reference/jobTitle/maison/company/city/contract. robots.txt www.lvmh.com: 'User-agent: *' disallowing only /*espace-candidat, /*spazio-candidato, /*candidate-portal (the APPLY portal) - the offer listings are allowed."
Empreinte,NONE,,0,"GET https://www.empreinte.eu/robots.txt -> 200, 'User-agent: *' with no Disallow on careers paths. Homepage https://www.empreinte.eu/fr/ -> 200 links CMS page /fr/content/nous-rejoindre.html. GET https://www.empreinte.eu/fr/content/nous-rejoindre.html -> 200: full page text is a short blurb ending 'Si vous souhaitez nous rejoindre, envoyez votre candidature a l'adresse : [email] ou sur LinkedIn' -- no job listings, no ATS embed. Subdomains recrutement./carriere./jobs.empreinte.eu do not resolve (curl 000). Probed empreinte / empreinte-lingerie / groupe-empreinte on Greenhouse, Lever, Recruitee, Workable -> all 404; Personio -> 307 to a Vercel Security Checkpoint (wildcard, not a board); DigitalRecruiters POST with domainName=www.empreinte.eu -> 400 'The given data was invalid'; WTTJ algolia organization.slug:empreinte -> 200 nbHits=0. Applications are email/LinkedIn only."
Eram,Magnet,"{""siteKey"":""61ffe84ad14ba0fdbb448d2d388ac4e3"",""origin"":""https://recrutement.groupe-eram.com""}",89,"GET https://www.groupe-eram.com/nous-rejoindre -> 200 links recrutement.groupe-eram.com/search. GET https://recrutement.groupe-eram.com/search -> 200; HTML carries window.cvc (CleverConnect/HelloWork) with ""editorId"":1052 and ""publicKey"":""61ffe84ad14ba0fdbb448d2d388ac4e3"", company_name ""Eram"". POST https://api.magnet.work/v2/security/login -> 200 token; POST https://api.magnet.work/v2/job-offers (body needs skills/jobs/cities/departments/regions/countries/contracts/hobbies/offset/limit) -> 200, data.total=89, first record company ""Gemo magasin"" (Groupe Eram brand). robots https://recrutement.groupe-eram.com/robots.txt ""User-agent: *"" / ""Allow: /"". Note the page also references privacy.talentsoft.com but the live feed is Magnet."
Erborian,SuccessFactors,"{""origin"":""https://careers-group.loccitane.com""}",10,"Parent portal L'OCCITANE Group. TWO feeds exist and BOTH were fetched. (1) SAP SuccessFactors at careers-group.loccitane.com (found via the careers.loccitane.com SPA bundle /assets/index-zwRMFeOD.js referencing https://careers-group.loccitane.com/search/); robots.txt there is 'User-agent: *' disallowing only /applybutton/ /talentcommunity/ /emailsubscribe/ /services/ /preapply/ /error /unsubscribe/ /reset/ - /search/ ALLOWED. GET https://careers-group.loccitane.com/search/?q=Erborian -> 200, label 'Results 1 - 12 of 12', 12 unique /job/ links of which 10 contain 'Erborian' in the URL (e.g. /job/Paris-CDI-Performance-Media-Manager-FH-Erborian-Ile/1413706733/); the other 2 are fuzzy matches (a Sol de Janeiro role, an Executive Assistant). Filter proven real by control: ?q=zzzznope -> 200 with NO results label. Group total /search/?startrow=0 -> 'Results 1 - 15 of 22'. (2) A Pinpoint feed GET https://joinus.loccitane.com/jobs -> 200 (919KB) {""jobs"":[...]} with 92 records, but only 1 of those 92 mentions Erborian ('Trade Marketing Associate Manager, Erborian', New York) - 92 is the GROUP total, not the brand's. robots joinus.loccitane.com: 'User-agent: *' / 'Disallow:' (nothing disallowed). Reported job_count=10 = exact Erborian-attributed roles on the SF portal."
Ercuis,NONE,,0,"GET https://www.ercuis.com/en-fr/ -> 200; careers page https://www.ercuis.com/fr-fr/work-with-us.html -> 200 (165,685 B). Salesforce Commerce Cloud storefront; zero ATS fingerprints (no greenhouse/lever/workday/flatchr/taleez/teamtailor/etc). Only application route is mailto:l.redon@ercuis-raynaud.com ('POSTULER'); no vacancy list on page. Parent https://www.arcturus.group/ -> 200 but 114-byte empty placeholder. WTTJ slugs ercuis/ercuis-raynaud -> nbHits 0. Greenhouse boards-api slug 'ercuis' -> 404. Dominant reason: no job feed exists, mailto-only."
Eres,WTTJ,"{""slug"":""maison-eres""}",3,"Found via https://www.eresparis.com/eu/en/home -> 200 (needs cookie jar; footer link aria-label=""Careers"" -> https://www.welcometothejungle.com/en/companies/maison-eres). VERIFIED: POST https://CSEKHVMS53-dsn.algolia.net/1/indexes/wttj_jobs_production_fr/query filters organization.slug:maison-eres -> 200, nbHits=3, hits[].organization.name='ERES' (CDI Conseillere de Vente Paris; CDD Charge de Methodes & Industrialisation Produit; CDI Credit Manager). Slug 'eres-group' correctly ruled out (different company). Parent Chanel Workday POST https://cc.wd3.myworkdayjobs.com/wday/cxs/cc/ChanelCareers/jobs -> 200 total=1088 but no brand facet and zero Eres-identifiable titles, so WTTJ is the correct Eres source."
Escada Parfums,SuccessFactors,"{""origin"":""https://careers.coty.com""}",117,"PARENT PORTAL (Coty licenses Escada fragrances). GET https://careers.coty.com/ -> 200; HTML shows rmkcdn.successfactors.com/90fd0000/... + successfactors.eu/verp/vmod (SAP SuccessFactors RMK, tenant asset id 90fd0000). Feed VERIFIED: GET https://careers.coty.com/search/?startrow=0 -> 200 (412,714 B), server-rendered /job/{City-Title}/{id}/ links; paginated startrow=0 -> 50 links, startrow=50 -> 50, startrow=100 -> 17 = 117 total, matching the page's own '117 Jobs' / 'of 117' label. robots https://careers.coty.com/robots.txt 'User-agent: *' disallows only /applybutton/ /talentcommunity/ /emailsubscribe/ /services/ /preapply/ /error /unsubscribe/ /reset/ — /search/ is NOT disallowed. Note: Coty's JS-rendered brand page did not enumerate Escada; count is the group-wide portal."
Essential Parfums,NONE,,0,"Domain in brief essential-parfums.com does NOT resolve (curl error 6 / NXDOMAIN). Real site https://www.essentialparfums.com/ -> 200 (181,931 B, Shopify). Zero ATS fingerprints. No careers link in HTML. Full Shopify page sitemap https://www.essentialparfums.com/sitemap_pages_1.xml -> 200, 24 pages, none careers-related; /pages/careers, /carrieres, /jobs, /recrutement, /nous-rejoindre all 404. Greenhouse slug 'essentialparfums' -> 404; WTTJ slugs essential-parfums / essential-parfums-1 -> nbHits 0. Dominant reason: no careers page exists."
Essie,Avature,"{""origin"":""https://careers.loreal.com""}",1737,"PARENT PORTAL (Essie is an L'Oreal brand; no own careers site). GET https://careers.loreal.com/en_US/jobs -> 200 (227,315 B); HTML meta 'avature.wizard.registrars' = Avature. Feed VERIFIED: GET https://careers.loreal.com/en_US/jobs/SearchJobsAJAXJSON/?jobOffset=0 -> 200, JSON array of 20 records with id/value/label/category/location/postedDate. Paginated via jobOffset step 20: last non-empty offset 1720 returned 17 records, offset 1740 empty => 1737 jobs (page label says 'Showing 1-20 of 999+ results'). robots https://careers.loreal.com/robots.txt 'User-agent: *' -> 'Allow: /careers', only '/careers/*qtvc=' disallowed. Caveat: 'essie' is not a queryable facet — count is group-wide."
Estée Lauder,Eightfold,"{""origin"":""https://careers.elcompanies.com"",""domain"":""elcompanies.com""}",1400,"VERIFIED PERSONALLY. robots https://careers.elcompanies.com/robots.txt: 'User-agent: *' / 'Disallow: /' but with explicit 'Allow: /careers' AND 'Allow: /api/pcsx' — the API is permitted. Seed GET https://careers.elcompanies.com/careers -> 200 (sets session cookie), then GET https://careers.elcompanies.com/api/pcsx/search?domain=elcompanies.com&start=0&num=10 -> 200 with data.count=1400 and data.positions[] carrying id/displayJobId/name/locations/department/positionUrl (e.g. 'Key Holder - Le Labo - Full Time - Seattle, WA'). Confirms the prior pass's Eightfold/1399 finding (now 1400)."
Ester Manas,NONE,,1,"GET https://estermanas.com/pages/ester-manas-careers -> 200 (355,168 B). Plain Shopify page, ZERO ATS fingerprints and no mailto. Server-rendered text: 'ESTER MANAS CAREERS : DESIGN INTERN — Internship · Brussels · Starting Oct. 2026' with READ MORE -> /pages/design-internship (200). robots https://estermanas.com/robots.txt 'User-agent: *' / 'Allow: /' (Shopify default, careers path not disallowed). 1 verified open role but no machine feed — ats=NONE (no reachable structured feed)."
Etam,Teamtailor,"{""origin"":""https://career.groupeetam.com""}",188,"Found via https://www.etam.com/ -> 200, footer link 'Nous recrutons' -> https://etam.teamtailor.com/. VERIFIED: GET https://career.groupeetam.com/jobs.json?per_page=100 -> 200 (1,119,463 B) JSON Feed v1.1 title='Groupe ETAM'; paginated via next_url = 188 unique job ids across 2 pages. (Sibling site https://career.etam.com/jobs.json?per_page=100 -> 200 title='Etam' = 120 jobs, and https://etam.teamtailor.com/jobs.json?per_page=100 -> 200 = same 120; the groupeetam host is the superset, so it is the config.) robots https://career.etam.com/robots.txt 'User-Agent: *' disallows only /app/ /messages/ /messenger/ /facebook/tab/ /jobs/internal/ — /jobs.json allowed."
Etro Parfums,ADP,"{""origin"":""https://etro.careers.adp.com""}",17,"PARENT PORTAL (Etro house; Etro Parfums is a licensed fragrance line). Found via https://www.etro.com/fr-en/careers.html -> 200, whose only ATS host is https://etro.careers.adp.com/. GET https://etro.careers.adp.com/ -> 200 (Angular SPA, footer 'Copyright © 2026 ADP Version: 1.35.3'). Feed VERIFIED: POST https://etro.careers.adp.com/webapi/api/v1/vacancy with body {} -> 200 JSON {data:[...],total:17,numberOfPages:2,numberOfRecordsToDisplay:10}; records carry itemID/postDate/job.jobTitle/organizationalUnits (e.g. 'CO - CANDIDATURA SPONTANEA - PROCUREMENT'). robots https://etro.careers.adp.com/robots.txt: 'User-agent: *' / 'Disallow: /' BUT explicit 'Allow: /vacancy', 'Allow: /vacancies', 'Allow: /vacancy/', 'Allow: /vacancies/' — the vacancy path is permitted."
Études Studio,NONE,,0,"GET https://www.etudes-studio.com/ -> 200 (585,150 B, Shopify). Zero ATS fingerprints, no careers link in HTML. Complete Shopify page sitemap enumerated (sitemap_pages_1.xml, 97 pages) — none career-related. /pages/careers, /pages/jobs, /pages/recrutement, /pages/carrieres, /pages/join-us, /pages/work-with-us, /pages/carriere all 404. Contact page /pages/contact-us -> 200 lists only info@/order@/sales@/press@ (no jobs address). Greenhouse slug 'etudesstudio' -> 404; WTTJ slug 'etudes-studio' -> nbHits 0. Dominant reason: no careers page exists (recruits via LinkedIn/FashionJobs)."
Eucerin,Sitecore,"{""origin"":""https://www.beiersdorf.com""}",127,"PARENT PORTAL (Eucerin is a Beiersdorf brand; brand sites carry no careers section — int.eucerin.com -> 200 links only to beiersdorf.com/career/overview). GET https://www.beiersdorf.com/career/your-application/job-search -> 200. No third-party ATS: proprietary Sitecore job board (data-ajax-url pattern /ajax/{Controller}/{Action} + contextItemId GUID + db=web). Feed VERIFIED PERSONALLY: GET https://www.beiersdorf.com/ajax/Jobboard/JobResultAjax?db=web&contextItemId=%7B213FB95D-4545-426C-9F6A-7CD5753A00EA%7D&lang=en -> 200 (6,701 B) HTML fragment '<div class=""cw-job-list col-12"" id=""result"" data-result-count=""127"">' with <li class=""cw-job""> entries; 10/page, &page=N paginates. robots https://www.beiersdorf.com/robots.txt 'User-agent: *' disallows only /xajax/, /alpacaforms/, /search-result-page* — /ajax/ and /career/ allowed. Caveat: searchTerm=Eucerin does not filter, count is group-wide."
Ex Nihilo,NONE,,0,"Domain in brief exnihilo-paris.com does NOT resolve (NXDOMAIN). Real site https://www.ex-nihilo-paris.com/ -> 200 (244,145 B, Shopify), title 'EX NIHILO PARIS - Official online store'. Zero ATS fingerprints; only non-product links are /la-maison and a Calendly booking URL. Sitemap https://www.ex-nihilo-paris.com/sitemap.xml -> 200, 133 locs, all /products/ and /collections/, no careers page; /pages/careers, /carrieres, /jobs, /recrutement, /nous-rejoindre, /join-us all 404. Greenhouse slug 'exnihilo' -> 404; WTTJ slugs ex-nihilo / ex-nihilo-paris / exnihilo -> nbHits 0. Dominant reason: no careers page exists."
